SMILES (prior)	SMILES (after) round trip:
2909	CCCC(=O)NC(=O)OC(=O)c1ccc(CCC(=O)O)cc1OC	CCCC(=O)NC(=O)OC(=O)c1ccc(CCC(=O)O)cc1OC
2911	Cc1cnc(CCCC(=O)OC(=O)Oc2c(C)ccc3ccc4[nH]ccc4c23)[nH]1	Cc1cnc(CCCC(=O)OC(=O)Oc2c(C)ccc3ccc4[nH]ccc4c23)[nH]1
2912	COc1c(Cl)cc(CCC(=O)O)c2c(Cl)cc(O)cc12	COc1c(Cl)cc(CCC(=O)O)c2c(Cl)cc(O)cc12
2913	O=C(O)c1ccccc1-c1cc(C(=O)O)c2ccc(C(O)=NO)cc2c1	O=C(O)c1ccccc1-c1cc(C(=O)O)c2ccc(C(O)=NO)cc2c1
2914	O=C(NC(=O)c1ccccc1F)c1ccc2cc[nH]c2c1	O=C(NC(=O)c1ccccc1F)c1ccc2cc[nH]c2c1
2916	COC(=C(OC(C)=O)C(=CC(=O)N=O)C(=O)O)c1ccc(NC2CCCCC2)c(OC)c1	COC(=C(OC(C)=O)C(=CC(=O)N=O)C(=O)O)c1ccc(NC2CCCCC2)c(OC)c1
2917	O=C(O)CC(=O)OC(=O)c1cc(O)nc2c1CC(O)=C(Br)C2	O=C(O)CC(=O)OC(=O)c1cc(O)nc2c1CC(O)=C(Br)C2
2921	CC(C)Cc1c(O)[nH]c2c(OC(C)(C)C(=O)OCC(=O)O)ccc(C(=O)O)c12	CC(C)Cc1c(O)[nH]c2c(OC(C)(C)C(=O)OCC(=O)O)ccc(C(=O)O)c12
2923	COCCOc1cc(CC(=O)O)c(Oc2ccccc2)c2c1CC=CC2	COCCOc1cc(CC(=O)O)c(Oc2ccccc2)c2c1CC=CC2
2925	CCCCCc1coc2c3c(c(C)cc12)CC=CC3	CCCCCc1coc2c3c(c(C)cc12)CC=CC3
2926	C=Cc1[nH]ccc1-c1cc(OC)c(OC)cc1NS(=O)(=O)c1cc2cc(Cl)ccc2s1	C=Cc1[nH]ccc1-c1cc(OC)c(OC)cc1NS(=O)(=O)c1cc2cc(Cl)ccc2s1
2928	C=C(COC)Cc1cc(O)cc(C(F)(F)F)c1-c1cc(C)cc(CC(=O)OCCC)c1	C=C(COC)Cc1cc(O)cc(C(F)(F)F)c1-c1cc(C)cc(CC(=O)OCCC)c1
2929	CCCC(=O)OCc1cc(C(N)=O)cc(OC=O)c1-c1ccc[nH]1	CCCC(=O)OCc1cc(C(N)=O)cc(OC=O)c1-c1ccc[nH]1
2932	O=C(CCc1c(Br)cc(Cl)c(Cl)c1Cl)NS(=O)(=O)O	O=C(CCc1c(Br)cc(Cl)c(Cl)c1Cl)NS(=O)(=O)O
2937	CCCNc1n[nH]c2cc3c(C=O)c(O)cc(C)c3c(OC)c12	CCCNc1n[nH]c2cc3c(C=O)c(O)cc(C)c3c(OC)c12
2938	CCCOc1cc2cc3cc(Cl)c4nc[nH]c4c3cc2c(O)c1C(=O)O	CCCOc1cc2cc3cc(Cl)c4nc[nH]c4c3cc2c(O)c1C(=O)O
2941	COCc1ccc(OC)c2c3c(cc(C(C)=CC(=O)O)c12)CC=CC3	COCc1ccc(OC)c2c3c(cc(C(C)=CC(=O)O)c12)CC=CC3
2944	O=C(O)c1ccc2c(ccc3c2ccc2c(O)noc23)c1	O=C(O)c1ccc2c(ccc3c2ccc2c(O)noc23)c1
2947	COc1cc(C(=O)O)c(-c2c(C(=O)O)cc(O)c(C(=O)O)c2OC)cc1Cl	COc1cc(C(=O)O)c(-c2c(C(=O)O)cc(O)c(C(=O)O)c2OC)cc1Cl
2948	COC(=O)C(O)=CNc1ccc(O)c(CNC(=O)c2cccs2)c1	COC(=O)C(O)=CNc1ccc(O)c(CNC(=O)c2cccs2)c1
2951	CCc1cc(OC)n(Cc2cc(C(=O)O)c(O)c(C)c2Cl)c1	CCc1cc(OC)n(Cc2cc(C(=O)O)c(O)c(C)c2Cl)c1
2953	CCC(=O)OC(=O)CCc1c(O)c2cc(S(N)(=O)=O)cc(O)c2c2cccc(OC)c12	CCC(=O)OC(=O)CCc1c(O)c2cc(S(N)(=O)=O)cc(O)c2c2cccc(OC)c12
2957	CCc1c2cc(CC(C)C)ccc2c(C)c2c1ccn2C	CCc1c2cc(CC(C)C)ccc2c(C)c2c1ccn2C
2959	O=C(O)CS(=O)(=O)c1cccc2c(O)ccc(O)c12	O=C(O)CS(=O)(=O)c1cccc2c(O)ccc(O)c12
2960	CC(=O)OC(=O)c1cccc(CC(C)(C)c2cccc3cc(-c4cccc(CCO)c4)cnc23)c1	CC(=O)OC(=O)c1cccc(CC(C)(C)c2cccc3cc(-c4cccc(CCO)c4)cnc23)c1
2962	COc1cc(-c2c(N)cc3c4c(ccc3c2CCO)CC=CC4)ccc1Cl	COc1cc(-c2c(N)cc3c4c(ccc3c2CCO)CC=CC4)ccc1Cl
2963	Cc1cc(O)ccc1N(CCCCC(=O)O)c1nnc(N)s1	Cc1cc(O)ccc1N(CCCCC(=O)O)c1nnc(N)s1
2965	CCc1ccc(-c2c(OC)ccc3c(S(=O)(=O)NC)ccc(F)c23)c2cccnc12	CCc1ccc(-c2c(OC)ccc3c(S(=O)(=O)NC)ccc(F)c23)c2cccnc12
2967	Cc1ccc(C(=O)O)c(C(=O)C(F)(F)C(=O)Oc2cccc(O)c2O)c1	Cc1ccc(C(=O)O)c(C(=O)C(F)(F)C(=O)Oc2cccc(O)c2O)c1
2968	O=C(O)c1ccc(Cc2c(O)cc(O)c3c(O)cc(O)c(C(=O)O)c23)[nH]1	O=C(O)c1ccc(Cc2c(O)cc(O)c3c(O)cc(O)c(C(=O)O)c23)[nH]1
2970	CCCc1c[nH]c(Cc2cc(N)ccc2-c2ccccc2)c1	CCCc1c[nH]c(Cc2cc(N)ccc2-c2ccccc2)c1
2971	O=C(Nc1ccccc1)OCCc1ccccc1F	O=C(Nc1ccccc1)OCCc1ccccc1F
2972	CCOS(=O)(=O)CCC(=O)c1ccc(NC=O)c2cc(S(N)(=O)=O)cc(C(=O)O)c12	CCOS(=O)(=O)CCC(=O)c1ccc(NC=O)c2cc(S(N)(=O)=O)cc(C(=O)O)c12
2974	CCCOC(=O)c1cccc2c(CCC)c(Cl)ccc12	CCCOC(=O)c1cccc2c(CCC)c(Cl)ccc12
2978	COc1c(Oc2c(F)cc(O)c3cccc(OC)c23)c(C)c2cccc(C(=O)O)c2c1O	COc1c(Oc2c(F)cc(O)c3cccc(OC)c23)c(C)c2cccc(C(=O)O)c2c1O
2980	CCOc1ccc(F)c2c1ccc1cc(O)[nH]c12	CCOc1ccc(F)c2c1ccc1cc(O)[nH]c12
2982	O=C(O)CC(=O)Cc1[nH]c2c(O)c(O)c(C(=O)O)c(O)c2c1CC(=O)O	O=C(O)CC(=O)Cc1[nH]c2c(O)c(O)c(C(=O)O)c(O)c2c1CC(=O)O
2983	O=C(COc1ccc2ccccc2c1)NC(=O)OC(=O)C1=C2CC=C(C(=O)O)CC2=CC1	O=C(COc1ccc2ccccc2c1)NC(=O)OC(=O)C1=C2CC=C(C(=O)O)CC2=CC1
2986	CCCC(=O)Oc1ccc(Oc2cccc(O)c2)cc1	CCCC(=O)Oc1ccc(Oc2cccc(O)c2)cc1
2989	CCCCc1c(NC(O)=CC(=O)OCC)ccc(NC=O)c1Cl	CCCCc1c(NC(O)=CC(=O)OCC)ccc(NC=O)c1Cl
2992	CCC(=O)C(C)=C(C)CC(C)=CCc1ccccc1	CCC(=O)C(C)=C(C)CC(C)=CCc1ccccc1
2993	CCCOC(=O)Nc1cc(NC=O)c2cnc(O)cc2c1O	CCCOC(=O)Nc1cc(NC=O)c2cnc(O)cc2c1O
2994	CCCCCC(=O)OC(=O)c1ccc(O)cc1C(=O)OC(=O)Nc1ccc(CCO)c(O)c1	CCCCCC(=O)OC(=O)c1ccc(O)cc1C(=O)OC(=O)Nc1ccc(CCO)c(O)c1
3002	CCc1cnc2c(ccc3ccc(C(=O)O)cc32)c1OC(=O)c1ccc(Cl)c(C(=O)OC(C)=O)c1	CCc1cnc2c(ccc3ccc(C(=O)O)cc32)c1OC(=O)c1ccc(Cl)c(C(=O)OC(C)=O)c1
3003	CCNCCc1c(CC)c(O)n(C(C)(C)C)c1O	CCNCCc1c(CC)c(O)n(C(C)(C)C)c1O
3006	CCc1ccc(CC)c(Cc2cc(CC)c(O)nc2O)c1	CCc1ccc(CC)c(Cc2cc(CC)c(O)nc2O)c1
3009	NS(=O)(=O)c1c(Cl)cc(Cl)c2c(CC(=O)O)c(O)ncc12	NS(=O)(=O)c1c(Cl)cc(Cl)c2c(CC(=O)O)c(O)ncc12
3010	CC(C)(c1ccc(F)cc1)c1cc2c(S(=O)(=O)O)cccc2[nH]1	CC(C)(c1ccc(F)cc1)c1cc2c(S(=O)(=O)O)cccc2[nH]1
3011	COc1c(C(=O)O)c(CCCCC(=O)OC(C)=O)c(Br)c2cc3cc(Cl)c(O)c(O)c3cc12	COc1c(C(=O)O)c(CCCCC(=O)OC(C)=O)c(Br)c2cc3cc(Cl)c(O)c(O)c3cc12
3012	CCC(=O)OCCC(F)(F)c1cnc(OC)nc1CC	CCC(=O)OCCC(F)(F)c1cnc(OC)nc1CC
3017	O=C(CCCc1ccccc1)OC(=O)OC(=O)c1c(O)cc(F)c2c(F)cccc12	O=C(CCCc1ccccc1)OC(=O)OC(=O)c1c(O)cc(F)c2c(F)cccc12
3027	COc1cc(C(=O)O)cc(OC)c1CC(=O)O	COc1cc(C(=O)O)cc(OC)c1CC(=O)O
3029	Nc1cc(C(=O)O)cc2c(-c3ccccc3)c(O)ccc12	Nc1cc(C(=O)O)cc2c(-c3ccccc3)c(O)ccc12
3030	COc1ccc2ccc3c(Cl)cc(C)cc3c2c1	COc1ccc2ccc3c(Cl)cc(C)cc3c2c1
3034	COc1c(-c2ccc(C(=O)O)cc2O)ccc(O)c1O	COc1c(-c2ccc(C(=O)O)cc2O)ccc(O)c1O
3035	CCCOc1ccc2cc(-c3cncc(O)c3C(=O)O)cc3c2c1C(F)=CC3	CCCOc1ccc2cc(-c3cncc(O)c3C(=O)O)cc3c2c1C(F)=CC3
3039	O=C(O)C(Oc1cccc2oc3cc(Cl)ccc3c12)C(=O)O	O=C(O)C(Oc1cccc2oc3cc(Cl)ccc3c12)C(=O)O
3042	CCOC(=O)c1cc2ccccc2c(O)c1C(=O)CC	CCOC(=O)c1cc2ccccc2c(O)c1C(=O)CC
3043	COc1ccc(CC(=O)NC(=O)c2ccccc2O)c(O)c1	COc1ccc(CC(=O)NC(=O)c2ccccc2O)c(O)c1
3044	CC(C)(C)c1cc(-c2ccccc2)c(C(=O)O)nc1O	CC(C)(C)c1cc(-c2ccccc2)c(C(=O)O)nc1O
3045	O=COC(=O)NC(=O)CC(=O)OCc1ccc(O)c2c(S(=O)(=O)O)cccc12	O=COC(=O)NC(=O)CC(=O)OCc1ccc(O)c2c(S(=O)(=O)O)cccc12
3046	Cc1cc(O)cc(O)c1NS(=O)(=O)c1cc(CC2=CC(=O)C=C(C(=O)O)C2=O)cc(C(=O)O)c1	Cc1cc(O)cc(O)c1NS(=O)(=O)c1cc(CC2=CC(=O)C=C(C(=O)O)C2=O)cc(C(=O)O)c1
3048	Cc1ccc(-c2cc(C(=O)O)nn2-c2ccc(O)[nH]2)cc1C(=O)O	Cc1ccc(-c2cc(C(=O)O)nn2-c2ccc(O)[nH]2)cc1C(=O)O
3050	CCCCC(C)=CCc1cc(O)cc(C(=O)O)c1C(C)(C)C	CCCCC(C)=CCc1cc(O)cc(C(=O)O)c1C(C)(C)C
3058	Nc1cc(C(=O)OC(=O)CCc2ccccc2)cc2ccccc12	Nc1cc(C(=O)OC(=O)CCc2ccccc2)cc2ccccc12
3061	CCCCc1c2[nH]ccc2c(C(=O)O)c2c(OC)ccc(Cl)c12	CCCCc1c2[nH]ccc2c(C(=O)O)c2c(OC)ccc(Cl)c12
3063	COc1cc(-c2ccc3oc(C)nc3c2OC)c2c(NC(=O)NC(C)=O)c[nH]c2c1O	COc1cc(-c2ccc3oc(C)nc3c2OC)c2c(NC(=O)NC(C)=O)c[nH]c2c1O
3067	O=C(O)CC(=O)NC(=O)c1cc2oc3ccccc3c2c(O)c1C(=O)CC(=O)O	O=C(O)CC(=O)NC(=O)c1cc2oc3ccccc3c2c(O)c1C(=O)CC(=O)O
3068	CCOC(=O)NC(=O)c1c(CC(=O)O)ccc2c(OC)cc(O)c(O)c12	CCOC(=O)NC(=O)c1c(CC(=O)O)ccc2c(OC)cc(O)c(O)c12
3070	O=C(O)CCc1cc(CC(=O)O)cc(-c2cc(O)c(F)c(O)c2)c1I	O=C(O)CCc1cc(CC(=O)O)cc(-c2cc(O)c(F)c(O)c2)c1I
3071	COc1cc[nH]c1C(=O)NCc1c(O)[nH]c2cccc(C)c12	COc1cc[nH]c1C(=O)NCc1c(O)[nH]c2cccc(C)c12
3072	CCOc1ccccc1C(=O)NC(=O)NC(=O)NC(=O)CC	CCOc1ccccc1C(=O)NC(=O)NC(=O)NC(=O)CC
3074	O=S(=O)(O)c1cc(-c2ccc(O)c(Cc3ccccc3)c2O)c(S(=O)(=O)O)cc1O	O=S(=O)(O)c1cc(-c2ccc(O)c(Cc3ccccc3)c2O)c(S(=O)(=O)O)cc1O
3075	CCOc1ccc2cc3cc4cccc(Cl)c4c(OCCC(=O)O)c3c(O)c2c1C(=O)NC	CCOc1ccc2cc3cc4cccc(Cl)c4c(OCCC(=O)O)c3c(O)c2c1C(=O)NC
3076	N#Cc1ccc2c(O)c3nc(S(=O)(=O)NCC(=O)O)cnc3c(O)c2c1Cl	N#Cc1ccc2c(O)c3nc(S(=O)(=O)NCC(=O)O)cnc3c(O)c2c1Cl
3078	CCc1csc(-c2cc3cc(CS(=O)(=O)O)cc(O)c3cc2C(=O)O)c1	CCc1csc(-c2cc3cc(CS(=O)(=O)O)cc(O)c3cc2C(=O)O)c1
3080	CC(=O)Oc1ccc(Cl)c2c(-c3ccccc3C)c(O)cc(O)c12	CC(=O)Oc1ccc(Cl)c2c(-c3ccccc3C)c(O)cc(O)c12
3082	COc1ccc(-c2cc(C(=O)O)n(C)c2O)c(F)c1	COc1ccc(-c2cc(C(=O)O)n(C)c2O)c(F)c1
3086	OC(=Cc1ccccc1)c1cnc(O)cc1-c1ccccc1	OC(=Cc1ccccc1)c1cnc(O)cc1-c1ccccc1
3089	O=C(O)CCCCc1c(S(=O)(=O)O)cc2cccc([N+](=O)[O-])c2c1F	O=C(O)CCCCc1c(S(=O)(=O)O)cc2cccc([N+](=O)[O-])c2c1F
3090	O=C(O)CCc1c(O)c(C(=O)O)cc2cc(C(=O)O)ccc12	O=C(O)CCc1c(O)c(C(=O)O)cc2cc(C(=O)O)ccc12
3092	COc1cc(C(=O)O)c(CC(=O)OC(=O)CCC(=O)O)c2c(F)cc(F)cc12	COc1cc(C(=O)O)c(CC(=O)OC(=O)CCC(=O)O)c2c(F)cc(F)cc12
3095	CN(C(=O)CC(=O)NC(=O)OC(=O)c1cc(CCCCO)cc2[nH]ccc12)C(C)(C)C	CN(C(=O)CC(=O)NC(=O)OC(=O)c1cc(CCCCO)cc2[nH]ccc12)C(C)(C)C
3096	O=C(O)c1cc(O)c2c3c(cc4ccoc4c13)CCC2	O=C(O)c1cc(O)c2c3c(cc4ccoc4c13)CCC2
3097	CC(=O)OCc1c(O)c(C(=O)O)cc2cc(O)c3cccc(C(=O)O)c3c12	CC(=O)OCc1c(O)c(C(=O)O)cc2cc(O)c3cccc(C(=O)O)c3c12
3101	CCc1cc2ccc3c(ccc4c(C(=O)O)ccc(C(C)(C)O)c43)c2n1C	CCc1cc2ccc3c(ccc4c(C(=O)O)ccc(C(C)(C)O)c43)c2n1C
3107	COc1cc(-c2ccc(CC(=O)O)c(C(C)(C)C)c2)c2c(C(=O)OC(C)=O)[nH]c(O)c2c1	COc1cc(-c2ccc(CC(=O)O)c(C(C)(C)C)c2)c2c(C(=O)OC(C)=O)[nH]c(O)c2c1
3108	COc1c(Oc2ccccc2N(C)c2cocc2CO)cc(O)c2cc(F)c(C(=O)O)cc12	COc1c(Oc2ccccc2N(C)c2cocc2CO)cc(O)c2cc(F)c(C(=O)O)cc12
3110	CN(C(=O)CC(=O)OC(=O)c1cc(O)ccc1C(=O)O)C(=O)c1ccc(C(=O)O)cc1	CN(C(=O)CC(=O)OC(=O)c1cc(O)ccc1C(=O)O)C(=O)c1ccc(C(=O)O)cc1
3111	Cc1cc(CCC(=O)O)ccc1Cc1c(F)c2c(c(O)c1C(=O)O)CCCC2	Cc1cc(CCC(=O)O)ccc1Cc1c(F)c2c(c(O)c1C(=O)O)CCCC2
3115	COc1cc2cc3cc(C(N)=O)cc(C)c3cc2cc1OC	COc1cc2cc3cc(C(N)=O)cc(C)c3cc2cc1OC
3116	C=Cc1oc(COC)c2cc(CC)c3ccccc3c12	C=Cc1oc(COC)c2cc(CC)c3ccccc3c12
3118	O=C(NO)NC(=O)c1c(-c2ccccc2)cc(Cl)c2c(O)cccc12	O=C(NO)NC(=O)c1c(-c2ccccc2)cc(Cl)c2c(O)cccc12
3119	NC(=O)Nc1c(O)cc(NC(=O)C(=O)O)c(C=O)c1O	NC(=O)Nc1c(O)cc(NC(=O)C(=O)O)c(C=O)c1O
3122	CCc1cccc(-c2ccc(-c3cc4ccc(C(=O)O)cc4o3)cc2)c1	CCc1cccc(-c2ccc(-c3cc4ccc(C(=O)O)cc4o3)cc2)c1
3123	Cc1cc(Cc2ccc3cc4c(O)noc4cc3c2CC(=O)O)ccc1O	Cc1cc(Cc2ccc3cc4c(O)noc4cc3c2CC(=O)O)ccc1O
3127	NC(=O)c1cc2ccc(C(=O)O)cc2c2ccccc12	NC(=O)c1cc2ccc(C(=O)O)cc2c2ccccc12
3131	COc1cccc2ccc3c4cccc(O)c4[nH]c3c12	COc1cccc2ccc3c4cccc(O)c4[nH]c3c12
3133	O=C(O)c1cc(CCO)c2cc3ccccc3c3c2c1CC=C3F	O=C(O)c1cc(CCO)c2cc3ccccc3c3c2c1CC=C3F
3139	CNC(=O)c1[nH]c(-c2c(Cl)ccc3ccnc(CO)c23)c(C(=O)O)c1C	CNC(=O)c1[nH]c(-c2c(Cl)ccc3ccnc(CO)c23)c(C(=O)O)c1C
3143	COC1=CCc2cc(O)c3ccc(C(=O)O)c(OC)c3c2C1	COC1=CCc2cc(O)c3ccc(C(=O)O)c(OC)c3c2C1
3144	O=C(O)c1cc(-c2cccc3ccccc23)ccc1F	O=C(O)c1cc(-c2cccc3ccccc23)ccc1F
3146	COc1cccc(-c2c(Cl)[nH]c3c2ccc2cc(Cl)ccc23)c1	COc1cccc(-c2c(Cl)[nH]c3c2ccc2cc(Cl)ccc23)c1
3150	O=C(Cc1cccc2ccc(Cl)cc12)OS(=O)(=O)COc1cc(I)cc(COP(=O)(O)O)c1	O=C(Cc1cccc2ccc(Cl)cc12)OS(=O)(=O)COc1cc(I)cc(COP(=O)(O)O)c1
3151	COc1ccc(N)cc1-c1cc(C(=O)O)ccc1OC	COc1ccc(N)cc1-c1cc(C(=O)O)ccc1OC
3152	Cc1cc2c(O)ccc(Cc3ccc(O)c(C(=O)O)c3)c2c2c1CCNC2	Cc1cc2c(O)ccc(Cc3ccc(O)c(C(=O)O)c3)c2c2c1CCNC2
3154	Nc1[nH]cc2cc(O)c3cc(C(=O)OC(=O)c4ccc(Cl)cc4)c4c(O)cncc4c3c12	Nc1[nH]cc2cc(O)c3cc(C(=O)OC(=O)c4ccc(Cl)cc4)c4c(O)cncc4c3c12
3155	Cc1cc(Cc2cc3cc(C)ncc3o2)c2sccc2c1	Cc1cc(Cc2cc3cc(C)ncc3o2)c2sccc2c1
3156	O=S(=O)(O)c1ccc2ccc3c(Cl)cc(O)cc3c2c1	O=S(=O)(O)c1ccc2ccc3c(Cl)cc(O)cc3c2c1
3159	CCCCCC(=O)OC(=O)c1ccccc1-c1ccccc1C=O	CCCCCC(=O)OC(=O)c1ccccc1-c1ccccc1C=O
3162	COc1cccc2c1cc(Cl)c1[nH]c3ccccc3c12	COc1cccc2c1cc(Cl)c1[nH]c3ccccc3c12
3166	COCc1c2cc3[nH]c(C)c(CO)c3cc2c(C)c2c(Cl)c[nH]c12	COCc1c2cc3[nH]c(C)c(CO)c3cc2c(C)c2c(Cl)c[nH]c12
3168	NCc1c(CO)cc(Oc2cccc(S(N)(=O)=O)c2)c2cc(O)c3ccc(C(=O)O)cc3c12	NCc1c(CO)cc(Oc2cccc(S(N)(=O)=O)c2)c2cc(O)c3ccc(C(=O)O)cc3c12
3173	COC=C(C)C(Cl)=C(C(=O)OC(=O)NS(=O)(=O)c1ccccc1F)c1cc(O)cc(NS(=O)(=O)O)c1	COC=C(C)C(Cl)=C(C(=O)OC(=O)NS(=O)(=O)c1ccccc1F)c1cc(O)cc(NS(=O)(=O)O)c1
3174	COCCc1cc(C(=O)O)c(O)c2c1c(C)c(C(C)(C)C)c1c(O)c(C)c(C(C)C)nc12	COCCc1cc(C(=O)O)c(O)c2c1c(C)c(C(C)(C)C)c1c(O)c(C)c(C(C)C)nc12
3175	Cc1ccc2cc3cc(C)c(O)c(CS(=O)(=O)O)c3cc2c1	Cc1ccc2cc3cc(C)c(O)c(CS(=O)(=O)O)c3cc2c1
3177	CCC(=O)OC(=O)Nc1cccc2ncc3oc4cccc(CC)c4c3c12	CCC(=O)OC(=O)Nc1cccc2ncc3oc4cccc(CC)c4c3c12
3178	O=C(O)c1cc(O)c2c(c1)c(Cl)cc1c(O)cccc12	O=C(O)c1cc(O)c2c(c1)c(Cl)cc1c(O)cccc12
3181	Cc1ccc(NC(=O)c2c(O)[nH]c3ccccc23)c(-n2cccc2O)c1C(=O)NC(=N)N	Cc1ccc(NC(=O)c2c(O)[nH]c3ccccc23)c(-n2cccc2O)c1C(=O)NC(=N)N
3183	CCOc1c(CO)cc(O)cc1COc1c(Cl)ccc2ocnc12	CCOc1c(CO)cc(O)cc1COc1c(Cl)ccc2ocnc12
3184	O=C(OC(O)=Nc1c(O)cccc1O)C1CCCCC1	O=C(OC(O)=Nc1c(O)cccc1O)C1CCCCC1
3185	O=C(O)c1ccc2c(O)cccc2c1Oc1ccc(O)cc1-c1ccccc1	O=C(O)c1ccc2c(O)cccc2c1Oc1ccc(O)cc1-c1ccccc1
3186	CCC(=CC(=O)O)C(CCOS(=O)(=O)O)=C(C)c1ccc(O)nc1	CCC(=CC(=O)O)C(CCOS(=O)(=O)O)=C(C)c1ccc(O)nc1
3195	COc1c(C(=O)O)c(O)c(-c2c[nH]c(O)c2)c2ccc3ccoc3c12	COc1c(C(=O)O)c(O)c(-c2c[nH]c(O)c2)c2ccc3ccoc3c12
3196	CC(=O)NC(=O)NC(=O)Cc1cc(-c2ccccc2Cl)c(O)cc1O	CC(=O)NC(=O)NC(=O)Cc1cc(-c2ccccc2Cl)c(O)cc1O
3198	N#Cc1ccc2c(Cl)c3cc4ccc(O)c(-c5ccccc5N)c4c(O)c3cc2c1	N#Cc1ccc2c(Cl)c3cc4ccc(O)c(-c5ccccc5N)c4c(O)c3cc2c1
3202	CCc1cccc(CCCOc2ccc(OC)c3c2CCN3)c1	CCc1cccc(CCCOc2ccc(OC)c3c2CCN3)c1
3204	CCCCCCc1c(NC)c(O)cc(CCCl)c1-c1ccccc1CC(=O)O	CCCCCCc1c(NC)c(O)cc(CCCl)c1-c1ccccc1CC(=O)O
3206	O=C(O)COc1cccc2cc(C(=O)O)ccc12	O=C(O)COc1cccc2cc(C(=O)O)ccc12
3207	CC(C)c1cc(O)c2cc(F)c3ccccc3c2c1	CC(C)c1cc(O)c2cc(F)c3ccccc3c2c1
3210	CCCc1cc(OC)c2nc(CCCO)oc2c1F	CCCc1cc(OC)c2nc(CCCO)oc2c1F
3211	CCOC(=O)C(=CN)C(=O)Nc1ccn(Cc2occ(CC)c2Cc2ccccc2CC(C)C)c1	CCOC(=O)C(=CN)C(=O)Nc1ccn(Cc2occ(CC)c2Cc2ccccc2CC(C)C)c1
3213	COc1c(O)ccc(CCC(=O)OC(=O)NC(=O)CCCC(=O)O)c1OC	COc1c(O)ccc(CCC(=O)OC(=O)NC(=O)CCCC(=O)O)c1OC
3214	CC(=O)c1cc(O)cc2c(C(=O)OC(=O)Cc3cc(Cl)n(CC(=O)O)c3)ccc(F)c12	CC(=O)c1cc(O)cc2c(C(=O)OC(=O)Cc3cc(Cl)n(CC(=O)O)c3)ccc(F)c12
3216	Nc1ncc2ccc(O)cc2c1C(=O)NC(=O)c1ccccc1	Nc1ncc2ccc(O)cc2c1C(=O)NC(=O)c1ccccc1
3218	CC(=O)OCCC(=O)OC(=O)CC(=O)c1ccccc1	CC(=O)OCCC(=O)OC(=O)CC(=O)c1ccccc1
3226	COc1cc(Cl)c2c(c1)c(Cl)c(C(=O)CC(=O)N(C)C)c1cc(O)c(O)cc12	COc1cc(Cl)c2c(c1)c(Cl)c(C(=O)CC(=O)N(C)C)c1cc(O)c(O)cc12
3228	COc1cc(CCC(=O)O)cc2[nH]c3cc(C(=O)O)c(O)cc3c12	COc1cc(CCC(=O)O)cc2[nH]c3cc(C(=O)O)c(O)cc3c12
3229	O=C(CCC(O)=NC(=O)c1ccccc1O)c1ccc(C(=O)O)c(Cl)c1	O=C(CCC(O)=NC(=O)c1ccccc1O)c1ccc(C(=O)O)c(Cl)c1
3231	Cc1nc2c(O)c(Cn3cc(NC(=O)CC(N)=O)cc3O)c(F)cc2[nH]1	Cc1nc2c(O)c(Cn3cc(NC(=O)CC(N)=O)cc3O)c(F)cc2[nH]1
3235	Fc1ccc2oc3c4c(ccc3c2c1)CC=CC4	Fc1ccc2oc3c4c(ccc3c2c1)CC=CC4
3236	CCC(=O)Oc1c(C(N)=O)cc2ccccc2c1COc1ccc(NC(=O)OC)cc1	CCC(=O)Oc1c(C(N)=O)cc2ccccc2c1COc1ccc(NC(=O)OC)cc1
3239	CCc1c(Cl)cc2c(oc3cccc(Cc4cc(C)ccc4F)c32)c1C	CCc1c(Cl)cc2c(oc3cccc(Cc4cc(C)ccc4F)c32)c1C
3242	COc1cccc(F)c1C(=O)OC(=O)c1ccccc1	COc1cccc(F)c1C(=O)OC(=O)c1ccccc1
3243	C=CC=C(NC)c1cccc(C(=O)OC(=O)NC(=O)c2cc(OC)ccc2Cl)c1	C=CC=C(NC)c1cccc(C(=O)OC(=O)NC(=O)c2cc(OC)ccc2Cl)c1
3244	COc1ccc(C(=O)OC(=O)CC(=O)OC(=O)c2ccc3c(O)cccc3c2CC(=O)O)cc1	COc1ccc(C(=O)OC(=O)CC(=O)OC(=O)c2ccc3c(O)cccc3c2CC(=O)O)cc1
3248	NC(=O)c1cccc2c(OC(=O)c3ccccc3OCC(=O)O)c(F)ccc12	NC(=O)c1cccc2c(OC(=O)c3ccccc3OCC(=O)O)c(F)ccc12
3251	CC(=O)c1cc2c(Sc3cccc(C(=O)O)c3O)c(O)ccc2cc1N	CC(=O)c1cc2c(Sc3cccc(C(=O)O)c3O)c(O)ccc2cc1N
3253	CC(C)(c1ccc(CS(=O)(=O)O)cc1)c1c(F)cccc1CC(=O)O	CC(C)(c1ccc(CS(=O)(=O)O)cc1)c1c(F)cccc1CC(=O)O
3254	COc1c2c(C)cccc2c(O)c2c(C(=O)NCC(=O)O)cc3nc(O)ccc3c12	COc1c2c(C)cccc2c(O)c2c(C(=O)NCC(=O)O)cc3nc(O)ccc3c12
3255	O=C(O)CCc1cccc2cc(O)c3c(NC(=O)c4ncc[nH]4)ccc(Cl)c3c12	O=C(O)CCc1cccc2cc(O)c3c(NC(=O)c4ncc[nH]4)ccc(Cl)c3c12
