SMILES (prior)	SMILES (after) round trip:
2613	CCc1ccc(Oc2ccccc2)c2cc3c(c(O)c12)CC=C[C@H]3C	CCc1ccc(Oc2ccccc2)c2cc3c(c(O)c12)CC=CC3C
2614	NC(=O)[C@H](NS(=O)(=O)c1cc(O)cc2ccccc12)C(=O)O	NC(=O)C(NS(=O)(=O)c1cc(O)cc2ccccc12)C(=O)O
2615	CC(C)=C/C=C1\CC(=O)c2c(-c3c(O)nc4ccccc4c3O)cc(O)cc2N1C	CC(C)=CC=C1CC(=O)c2c(-c3c(O)nc4ccccc4c3O)cc(O)cc2N1C
2616	COC1=CC=CC2=C[C@@H](O)c3ccc(O)c(C(=O)O)c3[C@@H]21	COC1=CC=CC2=CC(O)c3ccc(O)c(C(=O)O)c3C21
2618	CCOS(=O)(=O)[C@H](Cc1ccccc1)C(=N)C(=O)C[C@@H](O)/C=C(/Cc1ccccc1)C(=O)O	CCOS(=O)(=O)C(Cc1ccccc1)C(=N)C(=O)CC(O)C=C(Cc1ccccc1)C(=O)O
2619	CO[C@@H](C)C1=CCc2c(cc(CCC(=O)O)c3ccccc23)C1	COC(C)C1=CCc2c(cc(CCC(=O)O)c3ccccc23)C1
2620	C[C@@H](C(=CCC=O)C(=CC(=O)C(=CC(=O)O)C(=O)O)C(=O)c1ccccc1)c1ccccc1	CC(C(=CCC=O)C(=CC(=O)C(=CC(=O)O)C(=O)O)C(=O)c1ccccc1)c1ccccc1
2621	C[C@@H](c1cccc(CCCCO)c1)c1cc(C(N)=O)cc2c1CCC=C2Cl	CC(c1cccc(CCCCO)c1)c1cc(C(N)=O)cc2c1CCC=C2Cl
2623	CC(=CC(=N)O)C1=C[C@@H](c2ccccc2)c2c(cccc2C(=O)O)C1	CC(=CC(=N)O)C1=CC(c2ccccc2)c2c(cccc2C(=O)O)C1
2624	C/C=C\[C@H](OC)c1cc2ccccc2c(C(=O)O)c1OC	CC=CC(OC)c1cc2ccccc2c(C(=O)O)c1OC
2625	CCc1c(N)nc(C)c(C)c1NCCC(=O)NC(=O)[C@@H](C(=O)CC(C)C)C(=O)Nc1ccccc1	CCc1c(N)nc(C)c(C)c1NCCC(=O)NC(=O)C(C(=O)CC(C)C)C(=O)Nc1ccccc1
2626	O=Cc1cc(F)c(O)c(CC[C@H](CC(=O)O)C(=O)O)c1	O=Cc1cc(F)c(O)c(CCC(CC(=O)O)C(=O)O)c1
2631	CC[C@H]1C(C)=CCc2ccc(-c3ccccc3)c(NC(=O)C(C)=CCC(=O)O)c21	CCC1C(C)=CCc2ccc(-c3ccccc3)c(NC(=O)C(C)=CCC(=O)O)c21
2632	CCCCC(=O)OC[C@@H](/C=C(\C(=O)OC)[C@@H](CCOC)c1ccoc1)c1ccccc1[C@@H](C)Cl	CCCCC(=O)OCC(C=C(C(=O)OC)C(CCOC)c1ccoc1)c1ccccc1C(C)Cl
2635	CCOC(=O)O/C=C(/C=C\c1cccc2cc(C(=O)O)c3cc(C)ccc3c12)C(=O)O	CCOC(=O)OC=C(C=Cc1cccc2cc(C(=O)O)c3cc(C)ccc3c12)C(=O)O
2637	COC[C@@H]1C=C2C([C@H](O)CN/C=C\C(=O)O)=C(C(=O)O)C=C[C@@H]2c2cc3c(cc21)CC=CC3	COCC1C=C2C(C(O)CNC=CC(=O)O)=C(C(=O)O)C=CC2c2cc3c(cc21)CC=CC3
2638	CCC(=O)OC[C@@H](C)c1c(CC)cccc1/N=C/N	CCC(=O)OCC(C)c1c(CC)cccc1N=CN
2640	CCc1ccc(O)c2c1[C@H](C)C=C1C=c3c(C(=O)O)cccc3=N[C@H]12	CCc1ccc(O)c2c1C(C)C=C1C=c3c(C(=O)O)cccc3=NC12
2641	CC(C)(C)[C@H]1C=C[C@H]2C(c3ccccc3)=CCc3c(O)cc(O)c1c32	CC(C)(C)C1C=CC2C(c3ccccc3)=CCc3c(O)cc(O)c1c32
2643	CCCc1c(C(=O)O)ccc(OC)c1[C@H](OC)c1cc(C)c(CCOC)cc1C	CCCc1c(C(=O)O)ccc(OC)c1C(OC)c1cc(C)c(CCOC)cc1C
2644	CC1=C/C(=C/[C@H](C)c2cc(O)nc3c2CC=C[C@@H]3CCCC(=O)O)CC=C1C(=O)O	CC1=CC(=CC(C)c2cc(O)nc3c2CC=CC3CCCC(=O)O)CC=C1C(=O)O
2646	CCc1cc(-c2occc2/C=C\c2cnc[nH]2)c(O)[nH]1	CCc1cc(-c2occc2C=Cc2cnc[nH]2)c(O)[nH]1
2648	O=CCC1=C(C(=O)CC(=O)O)[C@@H](C(=O)O)c2ccccc2C1	O=CCC1=C(C(=O)CC(=O)O)C(C(=O)O)c2ccccc2C1
2649	CC(C)C(=O)NC(O)=NC(=O)[C@@H]1C=CCc2ccccc21	CC(C)C(=O)NC(O)=NC(=O)C1C=CCc2ccccc21
2650	COc1ccc(Cl)cc1Cc1ccoc1-c1c(F)ccc(Cl)c1CC[C@@H](C)Sc1ccccc1	COc1ccc(Cl)cc1Cc1ccoc1-c1c(F)ccc(Cl)c1CCC(C)Sc1ccccc1
2651	C=CN[C@@H]1C=C(Cl)[C@H](c2c(O)cc(C(CC(=O)O)=NCC#N)cc2C(=O)O)c2c(C)cccc21	C=CNC1C=C(Cl)C(c2c(O)cc(C(CC(=O)O)=NCC#N)cc2C(=O)O)c2c(C)cccc21
2652	COC(=O)Cc1c(O)cccc1C(=O)C/C=C(/C(=O)O)C(=O)NC(=CC(=O)O)CC(=O)O	COC(=O)Cc1c(O)cccc1C(=O)CC=C(C(=O)O)C(=O)NC(=CC(=O)O)CC(=O)O
2653	Cc1c(NCc2ccccc2)c2c(c3c1[C@H](O)C(C(=O)O)=C[C@@H]3O)CC=CC2	Cc1c(NCc2ccccc2)c2c(c3c1C(O)C(C(=O)O)=CC3O)CC=CC2
2654	C/C=C\C/C=C\Cc1cccc(O)c1N=C1NC(=O)C=C2C3=C(C=C[C@@]21C)CC=CC3=O	CC=CCC=CCc1cccc(O)c1N=C1NC(=O)C=C2C3=C(C=CC21C)CC=CC3=O
2655	COC(=O)[C@H](C[C@H](C(=O)O)c1nc(N)cc(O)c1O)[C@@H](O)CCC(C)(C)C	COC(=O)C(CC(C(=O)O)c1nc(N)cc(O)c1O)C(O)CCC(C)(C)C
2658	CCN(C(=O)COC)[C@@H](C)C(=O)C1=CC(=O)c2c(ccc3c2C(=O)C=C(C(=O)O)C3=O)[C@@H]1O	CCN(C(=O)COC)C(C)C(=O)C1=CC(=O)c2c(ccc3c2C(=O)C=C(C(=O)O)C3=O)C1O
2659	CCO[C@@H]1C=CCc2ccc3cc(C(=O)O)c(O)cc3c21	CCOC1C=CCc2ccc3cc(C(=O)O)c(O)cc3c21
2660	C/C=C\Cc1ccc(OCc2nc(O)c(C(=O)c3c(O)cc4ccc(C)cc4c3I)o2)cc1	CC=CCc1ccc(OCc2nc(O)c(C(=O)c3c(O)cc4ccc(C)cc4c3I)o2)cc1
2663	C=C/C=C/Cc1cccc(OS(N)(=O)=O)c1C=O	C=CC=CCc1cccc(OS(N)(=O)=O)c1C=O
2664	COc1ccc(/C(O)=C/C=C/c2c(C(N)=O)cc3ccccc3c2NC(C)=O)cc1	COc1ccc(C(O)=CC=Cc2c(C(N)=O)cc3ccccc3c2NC(C)=O)cc1
2666	C[C@@H]1C=CCc2cc3c4c(c(C(=O)O)cc3c(-c3ccccc3)c21)CC=CC4	CC1C=CCc2cc3c4c(c(C(=O)O)cc3c(-c3ccccc3)c21)CC=CC4
2668	CC1(C)C=CCC(=CCNC=O)[C@H]1c1ccccc1	CC1(C)C=CCC(=CCNC=O)C1c1ccccc1
2669	CCc1cc2c3c(c1Oc1ccccc1)[C@@H](C(=O)NC(=O)O)C=C[C@@H]3C(O)=C1NC(O)=C[C@@H]12	CCc1cc2c3c(c1Oc1ccccc1)C(C(=O)NC(=O)O)C=CC3C(O)=C1NC(O)=CC12
2671	CCCc1ccc(-c2c(C)ccc(C(=O)/N=C(/C)O)c2C(F)(F)C(=O)O)cc1CC	CCCc1ccc(-c2c(C)ccc(C(=O)N=C(C)O)c2C(F)(F)C(=O)O)cc1CC
2672	C/C(O)=N\[C@@H](NC(=O)OC(=O)NC(C)C)c1ccc(COC(=O)CC#N)cc1	CC(O)=NC(NC(=O)OC(=O)NC(C)C)c1ccc(COC(=O)CC#N)cc1
2673	Cc1cc(CN[C@@H](C)Cc2c(C(=O)[C@@H](N)C(=O)O)cc(O)c3ccccc23)co1	Cc1cc(CNC(C)Cc2c(C(=O)C(N)C(=O)O)cc(O)c3ccccc23)co1
2674	Cc1ccsc1C(=O)OC(=O)N/C=C(\O)Nc1ccc(C(=O)O)cc1	Cc1ccsc1C(=O)OC(=O)NC=C(O)Nc1ccc(C(=O)O)cc1
2676	CCC(=O)NC(=O)OC(=O)C1=C[C@@H]2C(=C[C@@H](Cl)c3c(C(N)=O)cccc32)C(C)=C1O	CCC(=O)NC(=O)OC(=O)C1=CC2C(=CC(Cl)c3c(C(N)=O)cccc32)C(C)=C1O
2678	COC1=Cc2c(C(C)(C)c3ccccc3C(=O)O)cc(O)c3cc(O)cc(c23)[C@H]1OC	COC1=Cc2c(C(C)(C)c3ccccc3C(=O)O)cc(O)c3cc(O)cc(c23)C1OC
2679	C/C=C\Cc1cc2c(cc1C(=O)NC(=O)OC)[C@@H](c1cc3cc(C(=O)O)ccc3cc1O)C=C[C@H]2O	CC=CCc1cc2c(cc1C(=O)NC(=O)OC)C(c1cc3cc(C(=O)O)ccc3cc1O)C=CC2O
2680	CC(=O)C1=CCc2[nH]c3c(N[C@H](CCC(=O)O)C(=O)O)cccc3c2C1	CC(=O)C1=CCc2[nH]c3c(NC(CCC(=O)O)C(=O)O)cccc3c2C1
2681	COc1ccc2ccc([C@@H](C(=O)O)C(=O)NC(=O)CNC(=O)[C@H](O)C(=O)N(C)C(C)=O)c(CO)c2c1	COc1ccc2ccc(C(C(=O)O)C(=O)NC(=O)CNC(=O)C(O)C(=O)N(C)C(C)=O)c(CO)c2c1
2682	COc1cc(C(N)=O)cc2c(C[SH](=O)=O)c(C[C@@H](C)C(=O)O)ccc12	COc1cc(C(N)=O)cc2c(C[SH](=O)=O)c(CC(C)C(=O)O)ccc12
2688	C[C@H](CC(=O)O)c1[nH]c2c(Cl)cc3c(C(=O)O)c[nH]c3c2c1[C@H](O)c1ccccc1NCCO	CC(CC(=O)O)c1[nH]c2c(Cl)cc3c(C(=O)O)c[nH]c3c2c1C(O)c1ccccc1NCCO
2689	O=C(O)/C=C(\CCC(=O)OC(=O)NCC(=O)NO)C(O)=Cc1ccccc1	O=C(O)C=C(CCC(=O)OC(=O)NCC(=O)NO)C(O)=Cc1ccccc1
2690	NC[C@@H]1C=C2CCCC[C@@H]2c2c1ccc1c2CC=CC1	NCC1C=C2CCCCC2c2c1ccc1c2CC=CC1
2691	COC=C(C)/C=C(\Cc1ccccc1)c1nc2c(O)nc(O)cc2c2c1CC=CC2	COC=C(C)C=C(Cc1ccccc1)c1nc2c(O)nc(O)cc2c2c1CC=CC2
2692	C=C[C@@H](/C=C/c1cc(-c2c(Cn3cc(O)nc3O)ccc3ccccc23)ccc1CN)OCCC	C=CC(C=Cc1cc(-c2c(Cn3cc(O)nc3O)ccc3ccccc23)ccc1CN)OCCC
2693	CC(=O)O[C@@H]1C[C@H](NC=O)[C@H](N)[C@@H](C(=O)O)[C@H]1NC(=O)CC(=O)CC(=O)O	CC(=O)OC1CC(NC=O)C(N)C(C(=O)O)C1NC(=O)CC(=O)CC(=O)O
2696	O=C(CCCc1cccc(C[C@@H](O)c2ccccc2)c1)OCc1cccc(O)c1	O=C(CCCc1cccc(CC(O)c2ccccc2)c1)OCc1cccc(O)c1
2697	CC(C)=C[C@@](O)(CCCCC(=O)O)[C@H]1CC=C2C=CCC3=C2[C@@H]1c1ccc(C)c(CC(=O)O)c1C3	CC(C)=CC(O)(CCCCC(=O)O)C1CC=C2C=CCC3=C2C1c1ccc(C)c(CC(=O)O)c1C3
2698	C[C@H]1C=CNc2c3c(c4c(c21)[C@@H]1C(=C[C@@H]4N)C=CC[C@@H]1Cl)CC=CC3	CC1C=CNc2c3c(c4c(c21)C1C(=CC4N)C=CCC1Cl)CC=CC3
2699	CC1=C[C@@]2(C)C(=CCc3ccc4c(c32)CC=C(NCC(=O)C(=O)O)C4)C=C1	CC1=CC2(C)C(=CCc3ccc4c(c32)CC=C(NCC(=O)C(=O)O)C4)C=C1
2700	COc1cccc2cccc(O[C@H](c3ccc(C(=O)O)c4[nH]c(C(=O)O)cc34)[C@@H](O)CCCl)c12	COc1cccc2cccc(OC(c3ccc(C(=O)O)c4[nH]c(C(=O)O)cc34)C(O)CCCl)c12
2701	OC1=C2C=CC=C[C@H]2c2cc3c(O)nc(O)nc3cc2[C@H]1Cl	OC1=C2C=CC=CC2c2cc3c(O)nc(O)nc3cc2C1Cl
2703	CCC[C@H](O)c1cc(C(C)C)c2c(O)c3ccnc(O)c3cc2c1	CCCC(O)c1cc(C(C)C)c2c(O)c3ccnc(O)c3cc2c1
2705	CCOC(=O)C=C(Cl)/C=C\c1cc(O)cc(C#N)c1CC	CCOC(=O)C=C(Cl)C=Cc1cc(O)cc(C#N)c1CC
2706	Cc1ccc(CF)c2c1CC=C([C@@H]1C=CCC3=C1[C@@H](N(C)C)c1ccccc1C3)C2	Cc1ccc(CF)c2c1CC=C(C1C=CCC3=C1C(N(C)C)c1ccccc1C3)C2
2709	CCC(=O)OC(=O)[C@@H](O)[C@H]1C=CC[C@H]2C1=C1C=CC(C(=O)NC)=C[C@H]1c1cc(O)nc(O)c12	CCC(=O)OC(=O)C(O)C1C=CCC2C1=C1C=CC(C(=O)NC)=CC1c1cc(O)nc(O)c12
2712	COC(CO)=C(C(=O)O)[C@@H](O)c1ccc2c(OCc3ccccc3CCC(=O)O)cccc2c1	COC(CO)=C(C(=O)O)C(O)c1ccc2c(OCc3ccccc3CCC(=O)O)cccc2c1
2713	C=C[C@H]1C(CC)=CCc2cccc(OC(=O)Nc3ccc(Cl)cc3O)c21	C=CC1C(CC)=CCc2cccc(OC(=O)Nc3ccc(Cl)cc3O)c21
2714	CCc1c(O)nc(O)c2c([C@@H](O)CCC(=O)O)cc3cc(O)[nH]c3c12	CCc1c(O)nc(O)c2c(C(O)CCC(=O)O)cc3cc(O)[nH]c3c12
2715	CC(C(N)=O)=C(CC(=O)O)O[C@@H](C)CNC(=O)OC(=O)CC(=O)ON=C(N)N	CC(C(N)=O)=C(CC(=O)O)OC(C)CNC(=O)OC(=O)CC(=O)ON=C(N)N
2717	N#CC(C#N)CCc1cc([C@H](O)/C=C\CC(=O)O)c2ccc(C(=O)O)cc2c1	N#CC(C#N)CCc1cc(C(O)C=CCC(=O)O)c2ccc(C(=O)O)cc2c1
2718	CC1=CC=CC2=C[C@H](O)c3c(CNCC(=O)O)ccc(CC(=O)O)c3[C@H]12	CC1=CC=CC2=CC(O)c3c(CNCC(=O)O)ccc(CC(=O)O)c3C12
2719	Cn1c(O)ccc1[C@H](CCC(C)(C)C)c1c(O)cccc1[C@H]1CC=CCC1	Cn1c(O)ccc1C(CCC(C)(C)C)c1c(O)cccc1C1CC=CCC1
2720	CCCOc1cccc([C@H]2C=CCc3c(OC)cccc32)c1CC(=O)O	CCCOc1cccc(C2C=CCc3c(OC)cccc32)c1CC(=O)O
2723	C=C[C@@H](CC(=O)OC(=O)NC(=O)c1ccccc1)[C@H]1C(N)=CCc2cc(C=O)c(O)cc21	C=CC(CC(=O)OC(=O)NC(=O)c1ccccc1)C1C(N)=CCc2cc(C=O)c(O)cc21
2724	CCOC(=C[C@@H](c1c(OC)cc2ccccc2c1C)[C@@H](O)C(=O)O)CC(=O)O	CCOC(=CC(c1c(OC)cc2ccccc2c1C)C(O)C(=O)O)CC(=O)O
2726	CCCC[C@@H](O)CC(=O)NC(=O)c1c(O)ccc2c1CC=C1c3ccoc3C(OC)=C[C@H]12	CCCCC(O)CC(=O)NC(=O)c1c(O)ccc2c1CC=C1c3ccoc3C(OC)=CC12
2727	Oc1c[nH]c(-c2cccc(Cl)c2)[n+]1Cc1cccc(Cl)c1	Oc1c[nH+]c(-c2cccc(Cl)c2)n1Cc1cccc(Cl)c1
2728	CC1=C[C@@H](C(=O)O)[C@@H](c2c([C@@H](N)O)cc3c4c2[C@@H](O)C=C[C@@H]4C[C@H](OC(=N)SCC(=O)O)C3)CC1	CC1=CC(C(=O)O)C(c2c(C(N)O)cc3c4c2C(O)C=CC4CC(OC(=N)SCC(=O)O)C3)CC1
2730	COC(=O)C[C@H](C(=O)c1cc(Cl)c[nH]1)[C@@H](O)[C@@H](O)c1ccc2ccc(S(C)(=O)=O)cc2c1	COC(=O)CC(C(=O)c1cc(Cl)c[nH]1)C(O)C(O)c1ccc2ccc(S(C)(=O)=O)cc2c1
2732	COC/C=C(/CCc1cc[nH]c1Cc1c(O)cc2cccc3c2c1C=CC3)C(=O)O	COCC=C(CCc1cc[nH]c1Cc1c(O)cc2cccc3c2c1C=CC3)C(=O)O
2735	CCNC[C@@H]1C(O)=C[C@@H](O)c2c1cc(OC)c([C@@H](CCO)C(=N)N)c2CC	CCNCC1C(O)=CC(O)c2c1cc(OC)c(C(CCO)C(=N)N)c2CC
2736	CC(C)(c1c(Cl)cc(COC(=O)c2cc(O)cc(CO)c2)c(O)c1[N+](=O)[O-])[C@@H](O)c1ccccc1	CC(C)(c1c(Cl)cc(COC(=O)c2cc(O)cc(CO)c2)c(O)c1[N+](=O)[O-])C(O)c1ccccc1
2740	COC1=CC2=C(C(=O)CCC2)C(=C2C=C(CO)C(Cl)=C(C)[C@@H]2c2cccc(C(=O)O)c2)C1	COC1=CC2=C(C(=O)CCC2)C(=C2C=C(CO)C(Cl)=C(C)C2c2cccc(C(=O)O)c2)C1
2741	O=C(O)c1ccc2c3c1[C@H]1C=c4ccccc4=CC1=C[C@@H]3C(O)=C1CCCC[C@H]12	O=C(O)c1ccc2c3c1C1C=c4ccccc4=CC1=CC3C(O)=C1CCCCC12
2742	CC(=O)NC(=O)[C@H](C(=O)O)c1c(O)[nH]c2cccc(C)c12	CC(=O)NC(=O)C(C(=O)O)c1c(O)[nH]c2cccc(C)c12
2746	COCc1ccc2c(c1N)[C@@H](O)c1c(O)cc3ccccc3c1[C@@H]2C	COCc1ccc2c(c1N)C(O)c1c(O)cc3ccccc3c1C2C
2748	CC[C@@H]1C=C(O)[C@@H]2N[C@@H](O)c3c2c1cc1cccc(O)c31	CCC1C=C(O)C2NC(O)c3c2c1cc1cccc(O)c31
2749	CCCC1=C[C@H](CC)C(Cc2ccc3c4c(cccc24)CCC3)=CC1=O	CCCC1=CC(CC)C(Cc2ccc3c4c(cccc24)CCC3)=CC1=O
2750	CO[C@H]1C=C([C@H](C)CC(=O)O)[C@H](C(C)C)c2cccc(C)c21	COC1C=C(C(C)CC(=O)O)C(C(C)C)c2cccc(C)c21
2752	C[C@@H](N)C(=O)OC(=O)C(=CC(=O)O)[C@@H](/C=C/C(=O)O)c1ccccc1CO	CC(N)C(=O)OC(=O)C(=CC(=O)O)C(C=CC(=O)O)c1ccccc1CO
2753	CCNC(=O)O[C@@H](/C=C(\C/C=C(\C)Cl)COC)c1cc(O)nc(CC)c1	CCNC(=O)OC(C=C(CC=C(C)Cl)COC)c1cc(O)nc(CC)c1
2754	C/C=C(/C(=O)OC(=O)CCCO)[C@H](O)c1ccccc1[C@@H](O)/C=C\CCC(=O)O	CC=C(C(=O)OC(=O)CCCO)C(O)c1ccccc1C(O)C=CCCC(=O)O
2755	CO[C@H](C)c1ccccc1-c1c(O)[nH]c2c(C(=O)CC(=O)O)c(Cl)cc(/N=C(\O)CC(=O)O)c12	COC(C)c1ccccc1-c1c(O)[nH]c2c(C(=O)CC(=O)O)c(Cl)cc(N=C(O)CC(=O)O)c12
2756	C/C=C/c1c(CC)ccc2cccc([C@H](C[C@@H]3C=C[C@H](F)[C@H](OCC(=O)O)C3)C(=O)O)c12	CC=Cc1c(CC)ccc2cccc(C(CC3C=CC(F)C(OCC(=O)O)C3)C(=O)O)c12
2762	C[C@@H]1C=C[C@H](CC[C@@H](N)CO)c2c(-c3cc(O)ncc3O)cccc21	CC1C=CC(CCC(N)CO)c2c(-c3cc(O)ncc3O)cccc21
2763	O=C(O)C1=CCc2cc([C@H]3C=CNC3)c(CCCl)cc2C1	O=C(O)C1=CCc2cc(C3C=CNC3)c(CCCl)cc2C1
2764	CCC/C=C/Cc1c(C[C@H](C)NC(O)=NCC(=O)CO)ccc(O)c1C	CCCC=CCc1c(CC(C)NC(O)=NCC(=O)CO)ccc(O)c1C
2765	CC1=C2[C@@H](O)CC=C[C@H]2c2c(nc3c(c2NS(=O)(=O)O)CC=C2CCC=C[C@H]23)C1	CC1=C2C(O)CC=CC2c2c(nc3c(c2NS(=O)(=O)O)CC=C2CCC=CC23)C1
2766	Cc1ccc2c(C)cc(-c3c(/N=C/O)ccc(F)c3O)cc2c1C	Cc1ccc2c(C)cc(-c3c(N=CO)ccc(F)c3O)cc2c1C
2768	COc1cccc2c1[C@H](O)N[C@@H]2c1c(O)ccc(O)c1C(=O)O	COc1cccc2c1C(O)NC2c1c(O)ccc(O)c1C(=O)O
2771	COc1cccc2c1CC=C(CCC(=O)O)[C@H]2CO	COc1cccc2c1CC=C(CCC(=O)O)C2CO
2772	CCc1cc(C(=C/C=C/C(=O)Nc2nc(Cl)c[nH]2)OC)ccc1C	CCc1cc(C(=CC=CC(=O)Nc2nc(Cl)c[nH]2)OC)ccc1C
2773	Cc1c(C(=O)OC(=O)CC(=O)O)ccc2c1CC(O)=C1NC(C(=O)O)=C(C(C)C)[C@H]12	Cc1c(C(=O)OC(=O)CC(=O)O)ccc2c1CC(O)=C1NC(C(=O)O)=C(C(C)C)C12
2775	CCC[C@@](O)(c1ccccc1)c1cccc2cccc(CC)c12	CCCC(O)(c1ccccc1)c1cccc2cccc(CC)c12
2776	CCC[C@](O)(CC)CCc1ccc(O)cc1-c1cccc2cccc(S(N)(=O)=O)c12	CCCC(O)(CC)CCc1ccc(O)cc1-c1cccc2cccc(S(N)(=O)=O)c12
2780	CC1=CC2=CCc3c(cc(CC(=O)O)c4c3CCCC4)[C@@H]2N1	CC1=CC2=CCc3c(cc(CC(=O)O)c4c3CCCC4)C2N1
2781	O=C(O)CCc1cc2c(O)cc3c(c2c2[nH]c(CC(=O)O)c(Cl)c12)[C@@H](O)CCC3	O=C(O)CCc1cc2c(O)cc3c(c2c2[nH]c(CC(=O)O)c(Cl)c12)C(O)CCC3
2782	CCc1c2c(cc3c(C(=O)O)c4cccc(OC)c4cc13)[C@H](OC)C(F)=CC2	CCc1c2c(cc3c(C(=O)O)c4cccc(OC)c4cc13)C(OC)C(F)=CC2
2783	NC(=O)OC(=O)C(C=O)=CC/C=C/[C@H](O)/C=C\[C@@H](O)c1ccccc1S(N)(=O)=O	NC(=O)OC(=O)C(C=O)=CCC=CC(O)C=CC(O)c1ccccc1S(N)(=O)=O
2785	OCC1=CCc2cc(O)ccc2[C@H]1C[C@@H](O)CO	OCC1=CCc2cc(O)ccc2C1CC(O)CO
2787	CO[C@H](CC[C@@H](C)O)c1ccc2c(C/C=C/CC(=O)O)c(C(=O)O)ccc2c1	COC(CCC(C)O)c1ccc2c(CC=CCC(=O)O)c(C(=O)O)ccc2c1
2788	CCc1cccc(C(=O)O)c1[C@@H]1C(O)=C2c3ccoc3C(O)=C[C@@H]2c2c[nH]c(O)c21	CCc1cccc(C(=O)O)c1C1C(O)=C2c3ccoc3C(O)=CC2c2c[nH]c(O)c21
2789	CCCC[C@@H](C)c1cccc2c(NC(=O)OC(=O)NC(=O)CC(C)(C)C)ccc(O)c12	CCCCC(C)c1cccc2c(NC(=O)OC(=O)NC(=O)CC(C)(C)C)ccc(O)c12
2790	CC=C(/C=C/C(=O)O)C(=O)c1cc(C)c(CC)c2c1C[C@@H](O)CC2	CC=C(C=CC(=O)O)C(=O)c1cc(C)c(CC)c2c1CC(O)CC2
2791	O=C(O)c1cc(COC(=O)[C@@H]2CCCC[C@@H]2O)cc(Oc2ccc(O)cc2O)c1Cl	O=C(O)c1cc(COC(=O)C2CCCCC2O)cc(Oc2ccc(O)cc2O)c1Cl
2792	COC[C@@H](c1cc2c(cc1CO)CC=C(F)C2)[C@H]1C(CC(=O)O)=CCc2c(C(=O)O)cc(C)cc21	COCC(c1cc2c(cc1CO)CC=C(F)C2)C1C(CC(=O)O)=CCc2c(C(=O)O)cc(C)cc21
2794	CC[C@H]1CCC[C@H](O)[C@H]1NC(=O)c1c(O)c(C(=O)NCCC(C)(C)C)cc(O)c1CCCP(=O)(O)O	CCC1CCCC(O)C1NC(=O)c1c(O)c(C(=O)NCCC(C)(C)C)cc(O)c1CCCP(=O)(O)O
2795	O=C(O)CC[C@H]1C(F)=CC[C@H]2C1=CCc1c(O)ccc(O)c12	O=C(O)CCC1C(F)=CCC2C1=CCc1c(O)ccc(O)c12
2796	O=C(O)Cc1ccnc2c([C@@H]3CC(=O)C(C(=O)O)=CC3=O)cccc12	O=C(O)Cc1ccnc2c(C3CC(=O)C(C(=O)O)=CC3=O)cccc12
2797	COc1cccc(C[C@@H](Cc2cc(O)cc3c2[C@@H](O)C=C(C(=O)O)[C@H]3O)C(=O)O)c1	COc1cccc(CC(Cc2cc(O)cc3c2C(O)C=C(C(=O)O)C3O)C(=O)O)c1
2802	N[C@H](C(=O)NC(=O)c1ccc2cccc(O)c2c1)C(=O)OCCOc1ccc(Cl)cc1O	NC(C(=O)NC(=O)c1ccc2cccc(O)c2c1)C(=O)OCCOc1ccc(Cl)cc1O
2803	O=CC(=O)c1c(O)c(O)c(CCCC(=O)O)c2cccc(N/C=C/C(=O)O)c12	O=CC(=O)c1c(O)c(O)c(CCCC(=O)O)c2cccc(NC=CC(=O)O)c12
2806	CC(C)(NC(=C[C@H](NCC(=O)CC/N=C\N)C(=O)NC(=O)CN)CC(=O)O)C(=O)O	CC(C)(NC(=CC(NCC(=O)CCN=CN)C(=O)NC(=O)CN)CC(=O)O)C(=O)O
2807	COC/C=C\[C@@H](CCC(C)=O)c1cc2c(c(C(=O)O)c1CCO)CC(C(=O)O)=C(C)N2	COCC=CC(CCC(C)=O)c1cc2c(c(C(=O)O)c1CCO)CC(C(=O)O)=C(C)N2
2808	CC(=O)OC(=O)CNC(=O)NCC(=O)[C@H](N)C(=O)OC(=O)NS(=O)(=O)CCCCCC(=O)O	CC(=O)OC(=O)CNC(=O)NCC(=O)C(N)C(=O)OC(=O)NS(=O)(=O)CCCCCC(=O)O
2810	COc1ccccc1C(=CCOCCC(=O)O)/C=C/CC[C@H](O)C(=O)NO	COc1ccccc1C(C=CCCC(O)C(=O)NO)=CCOCCC(=O)O
2811	O=C(O)C1=C(Cl)C=CC2=C(O)C(=O)c3c(C(=O)O)c(O)nc(O)c3[C@H]21	O=C(O)C1=C(Cl)C=CC2=C(O)C(=O)c3c(C(=O)O)c(O)nc(O)c3C21
2813	CCOc1ccc(O)c(C(N)=O)c1[C@@H]1CC=C2C=C(COC(=O)CC)C=C[C@@H]2C1	CCOc1ccc(O)c(C(N)=O)c1C1CC=C2C=C(COC(=O)CC)C=CC2C1
2814	CC(=O)N/C(N)=N/C1=C(C(=O)O)[C@@H](C(C)(C)c2cccc(O)c2)c2ccccc2[C@@H]1O	CC(=O)NC(N)=NC1=C(C(=O)O)C(C(C)(C)c2cccc(O)c2)c2ccccc2C1O
2815	CO[C@@H](C[C@@H](O)CC(=O)O)c1cc(CC(=O)O)cc(O)n1	COC(CC(O)CC(=O)O)c1cc(CC(=O)O)cc(O)n1
2816	CCc1cc([C@H](c2ccccc2)C(C)C)cc(O)c1OC	CCc1cc(C(c2ccccc2)C(C)C)cc(O)c1OC
